wl,nr,Kab,Kcar,Ks,Kw,Kdm,nw,flu1,flu2,GSV1,GSV2,GSV3,KcaV,KcaZ
1394,1.3871,0,0.00E+00,0.00E+00,1.32E+01,3.09E+00,1.32E+00,0,0,0.08503,0.64667,0.25896,0.00000,0.00000
1395,1.387,0,0.00E+00,0.00E+00,1.37E+01,3.07E+00,1.32E+00,0,0,0.08445,0.64084,0.26450,0.00000,0.00000
1396,1.3869,0,0.00E+00,0.00E+00,1.43E+01,3.07E+00,1.32E+00,0,0,0.08390,0.63517,0.26983,0.00000,0.00000
1397,1.3868,0,0.00E+00,0.00E+00,1.51E+01,3.07E+00,1.32E+00,0,0,0.08336,0.62948,0.27511,0.00000,0.00000
1398,1.3867,0,0.00E+00,0.00E+00,1.58E+01,3.07E+00,1.32E+00,0,0,0.08281,0.62361,0.28054,0.00000,0.00000
1399,1.3866,0,0.00E+00,0.00E+00,1.65E+01,3.09E+00,1.32E+00,0,0,0.08222,0.61739,0.28629,0.00000,0.00000
1400,1.3865,0,0.00E+00,0.00E+00,1.71E+01,3.09E+00,1.32E+00,0,0,0.08159,0.61065,0.29256,0.00000,0.00000
1401,1.3864,0,0.00E+00,0.00E+00,1.78E+01,3.11E+00,1.32E+00,0,0,0.08089,0.60327,0.29947,0.00000,0.00000
1402,1.3862,0,0.00E+00,0.00E+00,1.85E+01,3.14E+00,1.32E+00,0,0,0.08013,0.59537,0.30692,0.00000,0.00000
1403,1.3861,0,0.00E+00,0.00E+00,1.92E+01,3.15E+00,1.32E+00,0,0,0.07934,0.58708,0.31476,0.00000,0.00000
1404,1.386,0,0.00E+00,0.00E+00,1.98E+01,3.16E+00,1.32E+00,0,0,0.07854,0.57858,0.32284,0.00000,0.00000
1405,1.3859,0,0.00E+00,0.00E+00,2.03E+01,3.19E+00,1.32E+00,0,0,0.07774,0.57001,0.33101,0.00000,0.00000
1406,1.3858,0,0.00E+00,0.00E+00,2.09E+01,3.23E+00,1.32E+00,0,0,0.07697,0.56152,0.33912,0.00000,0.00000
1407,1.3857,0,0.00E+00,0.00E+00,2.15E+01,3.27E+00,1.32E+00,0,0,0.07624,0.55329,0.34703,0.00000,0.00000
1408,1.3856,0,0.00E+00,0.00E+00,2.20E+01,3.30E+00,1.32E+00,0,0,0.07558,0.54545,0.35457,0.00000,0.00000
1409,1.3854,0,0.00E+00,0.00E+00,2.26E+01,3.36E+00,1.32E+00,0,0,0.07500,0.53817,0.36159,0.00000,0.00000
1410,1.3853,0,0.00E+00,0.00E+00,2.31E+01,3.42E+00,1.32E+00,0,0,0.07453,0.53160,0.36796,0.00000,0.00000
1411,1.3852,0,0.00E+00,0.00E+00,2.36E+01,3.48E+00,1.32E+00,0,0,0.07419,0.52589,0.37351,0.00000,0.00000
1412,1.3851,0,0.00E+00,0.00E+00,2.41E+01,3.53E+00,1.32E+00,0,0,0.07400,0.52113,0.37815,0.00000,0.00000
1413,1.385,0,0.00E+00,0.00E+00,2.45E+01,3.58E+00,1.32E+00,0,0,0.07400,0.51740,0.38174,0.00000,0.00000
1414,1.3849,0,0.00E+00,0.00E+00,2.49E+01,3.63E+00,1.32E+00,0,0,0.07422,0.51479,0.38419,0.00000,0.00000
1415,1.3847,0,0.00E+00,0.00E+00,2.53E+01,3.71E+00,1.32E+00,0,0,0.07469,0.51338,0.38537,0.00000,0.00000
1416,1.3846,0,0.00E+00,0.00E+00,2.57E+01,3.78E+00,1.32E+00,0,0,0.07544,0.51325,0.38519,0.00000,0.00000
1417,1.3845,0,0.00E+00,0.00E+00,2.61E+01,3.85E+00,1.32E+00,0,0,0.07651,0.51450,0.38352,0.00000,0.00000
1418,1.3844,0,0.00E+00,0.00E+00,2.64E+01,3.93E+00,1.32E+00,0,0,0.07793,0.51719,0.38025,0.00000,0.00000
1419,1.3843,0,0.00E+00,0.00E+00,2.67E+01,3.99E+00,1.32E+00,0,0,0.07972,0.52142,0.37529,0.00000,0.00000
1420,1.3841,0,0.00E+00,0.00E+00,2.70E+01,4.07E+00,1.32E+00,0,0,0.08192,0.52727,0.36850,0.00000,0.00000
1421,1.384,0,0.00E+00,0.00E+00,2.73E+01,4.16E+00,1.32E+00,0,0,0.08454,0.53476,0.35986,0.00000,0.00000
1422,1.3839,0,0.00E+00,0.00E+00,2.76E+01,4.24E+00,1.32E+00,0,0,0.08751,0.54365,0.34965,0.00000,0.00000
1423,1.3838,0,0.00E+00,0.00E+00,2.78E+01,4.32E+00,1.32E+00,0,0,0.09074,0.55363,0.33822,0.00000,0.00000
1424,1.3836,0,0.00E+00,0.00E+00,2.81E+01,4.40E+00,1.32E+00,0,0,0.09413,0.56440,0.32592,0.00000,0.00000
1425,1.3835,0,0.00E+00,0.00E+00,2.84E+01,4.48E+00,1.32E+00,0,0,0.09760,0.57565,0.31311,0.00000,0.00000
1426,1.3834,0,0.00E+00,0.00E+00,2.86E+01,4.56E+00,1.32E+00,0,0,0.10104,0.58709,0.30015,0.00000,0.00000
1427,1.3833,0,0.00E+00,0.00E+00,2.88E+01,4.64E+00,1.32E+00,0,0,0.10438,0.59840,0.28738,0.00000,0.00000
1428,1.3831,0,0.00E+00,0.00E+00,2.89E+01,4.71E+00,1.32E+00,0,0,0.10751,0.60928,0.27516,0.00000,0.00000
1429,1.383,0,0.00E+00,0.00E+00,2.91E+01,4.78E+00,1.32E+00,0,0,0.11035,0.61944,0.26386,0.00000,0.00000
1430,1.3829,0,0.00E+00,0.00E+00,2.93E+01,4.85E+00,1.32E+00,0,0,0.11281,0.62855,0.25381,0.00000,0.00000
1431,1.3827,0,0.00E+00,0.00E+00,2.94E+01,4.91E+00,1.32E+00,0,0,0.11480,0.63640,0.24529,0.00000,0.00000
1432,1.3826,0,0.00E+00,0.00E+00,2.96E+01,4.97E+00,1.32E+00,0,0,0.11637,0.64306,0.23821,0.00000,0.00000
1433,1.3825,0,0.00E+00,0.00E+00,2.97E+01,5.03E+00,1.32E+00,0,0,0.11754,0.64868,0.23240,0.00000,0.00000
1434,1.3824,0,0.00E+00,0.00E+00,2.98E+01,5.07E+00,1.32E+00,0,0,0.11836,0.65340,0.22769,0.00000,0.00000
1435,1.3822,0,0.00E+00,0.00E+00,2.99E+01,5.13E+00,1.32E+00,0,0,0.11888,0.65739,0.22389,0.00000,0.00000
1436,1.3821,0,0.00E+00,0.00E+00,3.00E+01,5.18E+00,1.32E+00,0,0,0.11913,0.66078,0.22083,0.00000,0.00000
1437,1.382,0,0.00E+00,0.00E+00,3.01E+01,5.22E+00,1.32E+00,0,0,0.11917,0.66372,0.21835,0.00000,0.00000
1438,1.3818,0,0.00E+00,0.00E+00,3.02E+01,5.27E+00,1.32E+00,0,0,0.11903,0.66637,0.21626,0.00000,0.00000
1439,1.3817,0,0.00E+00,0.00E+00,3.03E+01,5.32E+00,1.32E+00,0,0,0.11876,0.66888,0.21439,0.00000,0.00000
1440,1.3816,0,0.00E+00,0.00E+00,3.04E+01,5.36E+00,1.32E+00,0,0,0.11841,0.67139,0.21256,0.00000,0.00000
1441,1.3815,0,0.00E+00,0.00E+00,3.04E+01,5.40E+00,1.32E+00,0,0,0.11800,0.67403,0.21064,0.00000,0.00000
1442,1.3813,0,0.00E+00,0.00E+00,3.05E+01,5.44E+00,1.32E+00,0,0,0.11755,0.67679,0.20862,0.00000,0.00000
1443,1.3812,0,0.00E+00,0.00E+00,3.05E+01,5.46E+00,1.32E+00,0,0,0.11707,0.67964,0.20653,0.00000,0.00000
1444,1.3811,0,0.00E+00,0.00E+00,3.05E+01,5.48E+00,1.32E+00,0,0,0.11656,0.68255,0.20438,0.00000,0.00000
1445,1.3809,0,0.00E+00,0.00E+00,3.05E+01,5.50E+00,1.32E+00,0,0,0.11604,0.68548,0.20222,0.00000,0.00000
1446,1.3808,0,0.00E+00,0.00E+00,3.06E+01,5.52E+00,1.32E+00,0,0,0.11550,0.68841,0.20006,0.00000,0.00000
1447,1.3807,0,0.00E+00,0.00E+00,3.06E+01,5.55E+00,1.32E+00,0,0,0.11496,0.69130,0.19793,0.00000,0.00000
1448,1.3805,0,0.00E+00,0.00E+00,3.06E+01,5.56E+00,1.32E+00,0,0,0.11442,0.69411,0.19586,0.00000,0.00000
1449,1.3804,0,0.00E+00,0.00E+00,3.06E+01,5.58E+00,1.32E+00,0,0,0.11389,0.69683,0.19388,0.00000,0.00000
1450,1.3803,0,0.00E+00,0.00E+00,3.05E+01,5.58E+00,1.32E+00,0,0,0.11336,0.69941,0.19200,0.00000,0.00000
1451,1.3801,0,0.00E+00,0.00E+00,3.05E+01,5.60E+00,1.32E+00,0,0,0.11286,0.70183,0.19026,0.00000,0.00000
1452,1.38,0,0.00E+00,0.00E+00,3.05E+01,5.61E+00,1.32E+00,0,0,0.11237,0.70411,0.18864,0.00000,0.00000
1453,1.3798,0,0.00E+00,0.00E+00,3.05E+01,5.64E+00,1.32E+00,0,0,0.11189,0.70626,0.18713,0.00000,0.00000
1454,1.3797,0,0.00E+00,0.00E+00,3.04E+01,5.65E+00,1.32E+00,0,0,0.11141,0.70833,0.18570,0.00000,0.00000
1455,1.3795,0,0.00E+00,0.00E+00,3.04E+01,5.68E+00,1.32E+00,0,0,0.11092,0.71031,0.18434,0.00000,0.00000
1456,1.3794,0,0.00E+00,0.00E+00,3.03E+01,5.68E+00,1.32E+00,0,0,0.11042,0.71225,0.18304,0.00000,0.00000
1457,1.3793,0,0.00E+00,0.00E+00,3.02E+01,5.69E+00,1.32E+00,0,0,0.10989,0.71416,0.18177,0.00000,0.00000
1458,1.3791,0,0.00E+00,0.00E+00,3.01E+01,5.68E+00,1.32E+00,0,0,0.10934,0.71607,0.18052,0.00000,0.00000
1459,1.379,0,0.00E+00,0.00E+00,3.01E+01,5.69E+00,1.32E+00,0,0,0.10876,0.71800,0.17927,0.00000,0.00000
1460,1.3788,0,0.00E+00,0.00E+00,3.00E+01,5.71E+00,1.32E+00,0,0,0.10813,0.71997,0.17800,0.00000,0.00000
1461,1.3787,0,0.00E+00,0.00E+00,2.98E+01,5.72E+00,1.32E+00,0,0,0.10746,0.72201,0.17670,0.00000,0.00000
1462,1.3785,0,0.00E+00,0.00E+00,2.97E+01,5.72E+00,1.32E+00,0,0,0.10675,0.72411,0.17537,0.00000,0.00000
1463,1.3784,0,0.00E+00,0.00E+00,2.96E+01,5.72E+00,1.32E+00,0,0,0.10601,0.72628,0.17399,0.00000,0.00000
1464,1.3782,0,0.00E+00,0.00E+00,2.94E+01,5.73E+00,1.32E+00,0,0,0.10526,0.72851,0.17256,0.00000,0.00000
1465,1.3781,0,0.00E+00,0.00E+00,2.92E+01,5.74E+00,1.32E+00,0,0,0.10450,0.73080,0.17108,0.00000,0.00000
1466,1.3779,0,0.00E+00,0.00E+00,2.90E+01,5.74E+00,1.32E+00,0,0,0.10374,0.73315,0.16954,0.00000,0.00000
1467,1.3778,0,0.00E+00,0.00E+00,2.87E+01,5.75E+00,1.32E+00,0,0,0.10300,0.73556,0.16794,0.00000,0.00000
1468,1.3776,0,0.00E+00,0.00E+00,2.85E+01,5.75E+00,1.32E+00,0,0,0.10228,0.73803,0.16627,0.00000,0.00000
1469,1.3775,0,0.00E+00,0.00E+00,2.83E+01,5.74E+00,1.32E+00,0,0,0.10159,0.74055,0.16452,0.00000,0.00000
1470,1.3773,0,0.00E+00,0.00E+00,2.80E+01,5.76E+00,1.32E+00,0,0,0.10095,0.74312,0.16269,0.00000,0.00000
1471,1.3772,0,0.00E+00,0.00E+00,2.78E+01,5.77E+00,1.32E+00,0,0,0.10036,0.74574,0.16078,0.00000,0.00000
1472,1.377,0,0.00E+00,0.00E+00,2.75E+01,5.78E+00,1.32E+00,0,0,0.09982,0.74840,0.15880,0.00000,0.00000
1473,1.3769,0,0.00E+00,0.00E+00,2.72E+01,5.79E+00,1.32E+00,0,0,0.09932,0.75109,0.15677,0.00000,0.00000
1474,1.3767,0,0.00E+00,0.00E+00,2.70E+01,5.80E+00,1.32E+00,0,0,0.09885,0.75381,0.15469,0.00000,0.00000
1475,1.3766,0,0.00E+00,0.00E+00,2.66E+01,5.81E+00,1.32E+00,0,0,0.09841,0.75653,0.15258,0.00000,0.00000
1476,1.3764,0,0.00E+00,0.00E+00,2.64E+01,5.81E+00,1.32E+00,0,0,0.09798,0.75926,0.15047,0.00000,0.00000
1477,1.3763,0,0.00E+00,0.00E+00,2.61E+01,5.82E+00,1.32E+00,0,0,0.09756,0.76198,0.14835,0.00000,0.00000
1478,1.3761,0,0.00E+00,0.00E+00,2.58E+01,5.83E+00,1.32E+00,0,0,0.09715,0.76468,0.14624,0.00000,0.00000
1479,1.376,0,0.00E+00,0.00E+00,2.56E+01,5.82E+00,1.32E+00,0,0,0.09673,0.76735,0.14417,0.00000,0.00000
1480,1.3758,0,0.00E+00,0.00E+00,2.52E+01,5.83E+00,1.32E+00,0,0,0.09630,0.76998,0.14214,0.00000,0.00000
1481,1.3756,0,0.00E+00,0.00E+00,2.50E+01,5.85E+00,1.32E+00,0,0,0.09585,0.77257,0.14016,0.00000,0.00000
1482,1.3755,0,0.00E+00,0.00E+00,2.47E+01,5.88E+00,1.32E+00,0,0,0.09538,0.77511,0.13824,0.00000,0.00000
1483,1.3753,0,0.00E+00,0.00E+00,2.44E+01,5.90E+00,1.32E+00,0,0,0.09489,0.77762,0.13637,0.00000,0.00000
1484,1.3752,0,0.00E+00,0.00E+00,2.41E+01,5.91E+00,1.32E+00,0,0,0.09437,0.78010,0.13454,0.00000,0.00000
1485,1.375,0,0.00E+00,0.00E+00,2.39E+01,5.92E+00,1.32E+00,0,0,0.09382,0.78255,0.13275,0.00000,0.00000
1486,1.3749,0,0.00E+00,0.00E+00,2.36E+01,5.94E+00,1.32E+00,0,0,0.09325,0.78498,0.13100,0.00000,0.00000
1487,1.3747,0,0.00E+00,0.00E+00,2.33E+01,5.96E+00,1.32E+00,0,0,0.09264,0.78739,0.12928,0.00000,0.00000
1488,1.3745,0,0.00E+00,0.00E+00,2.31E+01,5.96E+00,1.32E+00,0,0,0.09201,0.78980,0.12759,0.00000,0.00000
1489,1.3744,0,0.00E+00,0.00E+00,2.27E+01,5.97E+00,1.32E+00,0,0,0.09134,0.79220,0.12591,0.00000,0.00000
1490,1.3742,0,0.00E+00,0.00E+00,2.25E+01,5.98E+00,1.32E+00,0,0,0.09064,0.79461,0.12426,0.00000,0.00000
1491,1.3741,0,0.00E+00,0.00E+00,2.22E+01,5.99E+00,1.32E+00,0,0,0.08991,0.79703,0.12262,0.00000,0.00000
1492,1.3739,0,0.00E+00,0.00E+00,2.19E+01,5.99E+00,1.32E+00,0,0,0.08914,0.79945,0.12099,0.00000,0.00000
1493,1.3737,0,0.00E+00,0.00E+00,2.16E+01,6.02E+00,1.32E+00,0,0,0.08834,0.80189,0.11937,0.00000,0.00000
1494,1.3736,0,0.00E+00,0.00E+00,2.14E+01,6.01E+00,1.32E+00,0,0,0.08751,0.80435,0.11774,0.00000,0.00000
1495,1.3734,0,0.00E+00,0.00E+00,2.11E+01,6.03E+00,1.32E+00,0,0,0.08666,0.80683,0.11611,0.00000,0.00000
1496,1.3733,0,0.00E+00,0.00E+00,2.08E+01,6.01E+00,1.32E+00,0,0,0.08579,0.80933,0.11446,0.00000,0.00000
1497,1.3731,0,0.00E+00,0.00E+00,2.05E+01,6.02E+00,1.32E+00,0,0,0.08490,0.81186,0.11280,0.00000,0.00000
1498,1.3729,0,0.00E+00,0.00E+00,2.03E+01,6.02E+00,1.32E+00,0,0,0.08399,0.81441,0.11111,0.00000,0.00000
1499,1.3728,0,0.00E+00,0.00E+00,2.00E+01,6.03E+00,1.32E+00,0,0,0.08307,0.81700,0.10939,0.00000,0.00000
1500,1.3726,0,0.00E+00,0.00E+00,1.97E+01,6.03E+00,1.32E+00,0,0,0.08214,0.81962,0.10765,0.00000,0.00000
1501,1.3724,0,0.00E+00,0.00E+00,1.95E+01,6.04E+00,1.32E+00,0,0,0.08120,0.82228,0.10587,0.00000,0.00000
1502,1.3723,0,0.00E+00,0.00E+00,1.92E+01,6.03E+00,1.32E+00,0,0,0.08026,0.82496,0.10406,0.00000,0.00000
1503,1.3721,0,0.00E+00,0.00E+00,1.90E+01,6.01E+00,1.32E+00,0,0,0.07932,0.82765,0.10223,0.00000,0.00000
1504,1.3719,0,0.00E+00,0.00E+00,1.87E+01,5.99E+00,1.32E+00,0,0,0.07838,0.83035,0.10040,0.00000,0.00000
1505,1.3718,0,0.00E+00,0.00E+00,1.85E+01,5.99E+00,1.32E+00,0,0,0.07744,0.83303,0.09858,0.00000,0.00000
1506,1.3716,0,0.00E+00,0.00E+00,1.83E+01,5.98E+00,1.32E+00,0,0,0.07651,0.83568,0.09677,0.00000,0.00000
1507,1.3715,0,0.00E+00,0.00E+00,1.80E+01,5.97E+00,1.32E+00,0,0,0.07560,0.83830,0.09499,0.00000,0.00000
1508,1.3713,0,0.00E+00,0.00E+00,1.78E+01,5.97E+00,1.32E+00,0,0,0.07470,0.84086,0.09324,0.00000,0.00000
1509,1.3711,0,0.00E+00,0.00E+00,1.76E+01,5.97E+00,1.32E+00,0,0,0.07382,0.84336,0.09155,0.00000,0.00000
1510,1.371,0,0.00E+00,0.00E+00,1.73E+01,5.95E+00,1.32E+00,0,0,0.07297,0.84578,0.08991,0.00000,0.00000
1511,1.3708,0,0.00E+00,0.00E+00,1.71E+01,5.95E+00,1.32E+00,0,0,0.07214,0.84812,0.08835,0.00000,0.00000
1512,1.3706,0,0.00E+00,0.00E+00,1.69E+01,5.94E+00,1.32E+00,0,0,0.07133,0.85037,0.08685,0.00000,0.00000
1513,1.3705,0,0.00E+00,0.00E+00,1.67E+01,5.93E+00,1.32E+00,0,0,0.07054,0.85256,0.08540,0.00000,0.00000
1514,1.3703,0,0.00E+00,0.00E+00,1.65E+01,5.93E+00,1.32E+00,0,0,0.06978,0.85468,0.08400,0.00000,0.00000
1515,1.3702,0,0.00E+00,0.00E+00,1.62E+01,5.93E+00,1.32E+00,0,0,0.06903,0.85674,0.08264,0.00000,0.00000
1516,1.37,0,0.00E+00,0.00E+00,1.61E+01,5.91E+00,1.32E+00,0,0,0.06830,0.85876,0.08132,0.00000,0.00000
1517,1.3698,0,0.00E+00,0.00E+00,1.58E+01,5.90E+00,1.32E+00,0,0,0.06758,0.86075,0.08002,0.00000,0.00000
1518,1.3697,0,0.00E+00,0.00E+00,1.56E+01,5.88E+00,1.32E+00,0,0,0.06687,0.86271,0.07873,0.00000,0.00000
1519,1.3695,0,0.00E+00,0.00E+00,1.55E+01,5.88E+00,1.32E+00,0,0,0.06617,0.86464,0.07746,0.00000,0.00000
1520,1.3694,0,0.00E+00,0.00E+00,1.53E+01,5.88E+00,1.32E+00,0,0,0.06547,0.86657,0.07619,0.00000,0.00000
1521,1.3692,0,0.00E+00,0.00E+00,1.50E+01,5.86E+00,1.32E+00,0,0,0.06478,0.86850,0.07491,0.00000,0.00000
1522,1.369,0,0.00E+00,0.00E+00,1.49E+01,5.84E+00,1.32E+00,0,0,0.06410,0.87042,0.07363,0.00000,0.00000
1523,1.3689,0,0.00E+00,0.00E+00,1.47E+01,5.83E+00,1.32E+00,0,0,0.06341,0.87235,0.07235,0.00000,0.00000
1524,1.3687,0,0.00E+00,0.00E+00,1.45E+01,5.82E+00,1.32E+00,0,0,0.06272,0.87427,0.07107,0.00000,0.00000
1525,1.3686,0,0.00E+00,0.00E+00,1.43E+01,5.81E+00,1.32E+00,0,0,0.06203,0.87618,0.06979,0.00000,0.00000
1526,1.3684,0,0.00E+00,0.00E+00,1.41E+01,5.80E+00,1.32E+00,0,0,0.06133,0.87810,0.06852,0.00000,0.00000
1527,1.3682,0,0.00E+00,0.00E+00,1.40E+01,5.79E+00,1.32E+00,0,0,0.06062,0.88000,0.06726,0.00000,0.00000
1528,1.3681,0,0.00E+00,0.00E+00,1.38E+01,5.78E+00,1.32E+00,0,0,0.05990,0.88191,0.06601,0.00000,0.00000
1529,1.3679,0,0.00E+00,0.00E+00,1.36E+01,5.78E+00,1.32E+00,0,0,0.05917,0.88380,0.06477,0.00000,0.00000
1530,1.3678,0,0.00E+00,0.00E+00,1.35E+01,5.78E+00,1.32E+00,0,0,0.05842,0.88569,0.06354,0.00000,0.00000
1531,1.3676,0,0.00E+00,0.00E+00,1.33E+01,5.77E+00,1.32E+00,0,0,0.05765,0.88758,0.06233,0.00000,0.00000
1532,1.3674,0,0.00E+00,0.00E+00,1.32E+01,5.76E+00,1.32E+00,0,0,0.05687,0.88945,0.06114,0.00000,0.00000
1533,1.3673,0,0.00E+00,0.00E+00,1.30E+01,5.77E+00,1.32E+00,0,0,0.05607,0.89131,0.05997,0.00000,0.00000
1534,1.3671,0,0.00E+00,0.00E+00,1.28E+01,5.76E+00,1.32E+00,0,0,0.05526,0.89316,0.05881,0.00000,0.00000
1535,1.367,0,0.00E+00,0.00E+00,1.27E+01,5.76E+00,1.32E+00,0,0,0.05444,0.89500,0.05767,0.00000,0.00000
1536,1.3668,0,0.00E+00,0.00E+00,1.25E+01,5.74E+00,1.32E+00,0,0,0.05362,0.89682,0.05654,0.00000,0.00000
1537,1.3666,0,0.00E+00,0.00E+00,1.24E+01,5.74E+00,1.32E+00,0,0,0.05280,0.89862,0.05543,0.00000,0.00000
1538,1.3665,0,0.00E+00,0.00E+00,1.22E+01,5.76E+00,1.32E+00,0,0,0.05197,0.90041,0.05434,0.00000,0.00000
1539,1.3663,0,0.00E+00,0.00E+00,1.21E+01,5.76E+00,1.32E+00,0,0,0.05115,0.90218,0.05326,0.00000,0.00000
1540,1.3661,0,0.00E+00,0.00E+00,1.19E+01,5.75E+00,1.32E+00,0,0,0.05033,0.90392,0.05220,0.00000,0.00000
1541,1.366,0,0.00E+00,0.00E+00,1.18E+01,5.75E+00,1.32E+00,0,0,0.04951,0.90564,0.05116,0.00000,0.00000
1542,1.3658,0,0.00E+00,0.00E+00,1.17E+01,5.75E+00,1.32E+00,0,0,0.04871,0.90734,0.05012,0.00000,0.00000
1543,1.3656,0,0.00E+00,0.00E+00,1.15E+01,5.75E+00,1.32E+00,0,0,0.04791,0.90902,0.04910,0.00000,0.00000
1544,1.3655,0,0.00E+00,0.00E+00,1.14E+01,5.74E+00,1.32E+00,0,0,0.04713,0.91069,0.04809,0.00000,0.00000
1545,1.3653,0,0.00E+00,0.00E+00,1.13E+01,5.74E+00,1.32E+00,0,0,0.04635,0.91234,0.04708,0.00000,0.00000
1546,1.3651,0,0.00E+00,0.00E+00,1.11E+01,5.75E+00,1.32E+00,0,0,0.04558,0.91398,0.04608,0.00000,0.00000
1547,1.365,0,0.00E+00,0.00E+00,1.10E+01,5.74E+00,1.32E+00,0,0,0.04482,0.91561,0.04507,0.00000,0.00000
1548,1.3648,0,0.00E+00,0.00E+00,1.09E+01,5.74E+00,1.32E+00,0,0,0.04407,0.91724,0.04407,0.00000,0.00000
1549,1.3646,0,0.00E+00,0.00E+00,1.08E+01,5.74E+00,1.32E+00,0,0,0.04333,0.91886,0.04307,0.00000,0.00000
1550,1.3645,0,0.00E+00,0.00E+00,1.06E+01,5.73E+00,1.32E+00,0,0,0.04260,0.92049,0.04206,0.00000,0.00000
1551,1.3643,0,0.00E+00,0.00E+00,1.05E+01,5.73E+00,1.32E+00,0,0,0.04188,0.92211,0.04104,0.00000,0.00000
1552,1.3641,0,0.00E+00,0.00E+00,1.04E+01,5.73E+00,1.32E+00,0,0,0.04118,0.92373,0.04002,0.00000,0.00000
1553,1.364,0,0.00E+00,0.00E+00,1.03E+01,5.72E+00,1.32E+00,0,0,0.04048,0.92535,0.03900,0.00000,0.00000
1554,1.3638,0,0.00E+00,0.00E+00,1.02E+01,5.72E+00,1.32E+00,0,0,0.03979,0.92697,0.03797,0.00000,0.00000
1555,1.3636,0,0.00E+00,0.00E+00,1.01E+01,5.72E+00,1.32E+00,0,0,0.03911,0.92859,0.03695,0.00000,0.00000
1556,1.3635,0,0.00E+00,0.00E+00,1.00E+01,5.70E+00,1.32E+00,0,0,0.03843,0.93019,0.03592,0.00000,0.00000
1557,1.3633,0,0.00E+00,0.00E+00,9.91E+00,5.69E+00,1.32E+00,0,0,0.03777,0.93179,0.03490,0.00000,0.00000
1558,1.3631,0,0.00E+00,0.00E+00,9.84E+00,5.70E+00,1.32E+00,0,0,0.03710,0.93338,0.03389,0.00000,0.00000
1559,1.363,0,0.00E+00,0.00E+00,9.75E+00,5.70E+00,1.32E+00,0,0,0.03644,0.93496,0.03289,0.00000,0.00000
1560,1.3628,0,0.00E+00,0.00E+00,9.66E+00,5.71E+00,1.32E+00,0,0,0.03578,0.93652,0.03189,0.00000,0.00000
1561,1.3627,0,0.00E+00,0.00E+00,9.56E+00,5.73E+00,1.32E+00,0,0,0.03513,0.93807,0.03091,0.00000,0.00000
1562,1.3625,0,0.00E+00,0.00E+00,9.48E+00,5.73E+00,1.32E+00,0,0,0.03447,0.93961,0.02994,0.00000,0.00000
1563,1.3623,0,0.00E+00,0.00E+00,9.38E+00,5.74E+00,1.32E+00,0,0,0.03382,0.94113,0.02899,0.00000,0.00000
1564,1.3622,0,0.00E+00,0.00E+00,9.31E+00,5.74E+00,1.32E+00,0,0,0.03316,0.94264,0.02804,0.00000,0.00000
1565,1.362,0,0.00E+00,0.00E+00,9.20E+00,5.75E+00,1.32E+00,0,0,0.03251,0.94413,0.02711,0.00000,0.00000
1566,1.3618,0,0.00E+00,0.00E+00,9.13E+00,5.75E+00,1.32E+00,0,0,0.03185,0.94562,0.02618,0.00000,0.00000
1567,1.3617,0,0.00E+00,0.00E+00,9.05E+00,5.74E+00,1.32E+00,0,0,0.03119,0.94709,0.02527,0.00000,0.00000
1568,1.3615,0,0.00E+00,0.00E+00,8.98E+00,5.75E+00,1.32E+00,0,0,0.03053,0.94855,0.02438,0.00000,0.00000
1569,1.3613,0,0.00E+00,0.00E+00,8.90E+00,5.75E+00,1.32E+00,0,0,0.02986,0.95000,0.02349,0.00000,0.00000
1570,1.3612,0,0.00E+00,0.00E+00,8.82E+00,5.75E+00,1.32E+00,0,0,0.02919,0.95144,0.02261,0.00000,0.00000
1571,1.361,0,0.00E+00,0.00E+00,8.74E+00,5.75E+00,1.32E+00,0,0,0.02852,0.95287,0.02175,0.00000,0.00000
1572,1.3608,0,0.00E+00,0.00E+00,8.67E+00,5.75E+00,1.32E+00,0,0,0.02784,0.95429,0.02089,0.00000,0.00000
1573,1.3607,0,0.00E+00,0.00E+00,8.59E+00,5.74E+00,1.32E+00,0,0,0.02716,0.95570,0.02005,0.00000,0.00000
1574,1.3605,0,0.00E+00,0.00E+00,8.51E+00,5.74E+00,1.32E+00,0,0,0.02647,0.95710,0.01922,0.00000,0.00000
1575,1.3603,0,0.00E+00,0.00E+00,8.45E+00,5.75E+00,1.32E+00,0,0,0.02579,0.95849,0.01839,0.00000,0.00000
1576,1.3602,0,0.00E+00,0.00E+00,8.36E+00,5.74E+00,1.32E+00,0,0,0.02510,0.95987,0.01758,0.00000,0.00000
1577,1.36,0,0.00E+00,0.00E+00,8.30E+00,5.76E+00,1.32E+00,0,0,0.02441,0.96124,0.01678,0.00000,0.00000
1578,1.3599,0,0.00E+00,0.00E+00,8.23E+00,5.75E+00,1.32E+00,0,0,0.02373,0.96259,0.01598,0.00000,0.00000
1579,1.3597,0,0.00E+00,0.00E+00,8.16E+00,5.75E+00,1.32E+00,0,0,0.02304,0.96394,0.01520,0.00000,0.00000
1580,1.3595,0,0.00E+00,0.00E+00,8.10E+00,5.75E+00,1.32E+00,0,0,0.02236,0.96527,0.01442,0.00000,0.00000
1581,1.3594,0,0.00E+00,0.00E+00,8.04E+00,5.73E+00,1.32E+00,0,0,0.02167,0.96659,0.01365,0.00000,0.00000
